,Valeur fonciere,Nombre pieces principales,Surface reelle bati
1119669,111000.0,3.0,50.0
1119671,165000.0,4.0,63.0
1119672,115385.0,2.0,30.0
1119686,199010.0,4.0,68.0
1119688,190000.0,3.0,62.0
1119709,305502.0,4.0,93.0
1119714,166500.0,3.0,65.0
1119717,116500.0,1.0,20.0
1119725,193000.0,4.0,77.0
1119745,145000.0,1.0,24.0
1119747,212555.0,4.0,68.0
1119749,62500.0,1.0,20.0
1119757,236630.0,2.0,54.0
1119774,168000.0,3.0,58.0
1119782,669370.0,6.0,169.0
1119791,99000.0,2.0,22.0
1119797,272100.0,3.0,50.0
1119812,95000.0,3.0,61.0
1119814,134000.0,2.0,45.0
1119817,110000.0,2.0,47.0
1119836,990650.0,6.0,211.0
1119837,150000.0,3.0,53.0
1119844,280000.0,4.0,89.0
1119849,113000.0,1.0,27.0
1119856,143000.0,2.0,37.0
1119858,641850.0,4.0,95.0
1119861,116270.0,1.0,23.0
1119868,152000.0,1.0,35.0
1119870,77300.0,1.0,18.0
1119871,282800.0,4.0,66.0
1119873,390730.0,4.0,99.0
1119874,297170.0,4.0,79.0
1119878,157000.0,3.0,69.0
1119881,300800.0,5.0,103.0
1119894,187500.0,2.0,45.0
1119899,182000.0,4.0,90.0
1119903,130200.0,4.0,71.0
1119906,383950.0,4.0,96.0
1119911,116680.0,3.0,57.0
1119918,395000.0,5.0,103.0
1119929,147777.0,2.0,45.0
1119934,64200.0,1.0,18.0
1119939,126126.0,3.0,60.0
1119948,337000.0,3.0,68.0
1119950,125000.0,1.0,26.0
1119953,197700.0,2.0,54.0
1119966,164000.0,3.0,55.0
1119971,108650.0,1.0,36.0
1119978,244800.0,3.0,71.0
1119980,231000.0,4.0,88.0
1119982,117000.0,2.0,26.0
1119985,309439.0,4.0,99.0
1119991,145000.0,3.0,63.0
1119994,157000.0,2.0,49.0
1120002,200000.0,4.0,89.0
1120004,100000.0,2.0,43.0
1120008,203500.0,3.0,57.0
1120015,255118.0,3.0,53.0
1120017,96000.0,3.0,55.0
1120023,290800.0,4.0,66.0
1120030,136000.0,2.0,38.0
1120034,302400.0,4.0,82.0
1120037,160450.0,2.0,38.0
1120038,95000.0,1.0,18.0
1120040,141400.0,3.0,65.0
1120044,115000.0,1.0,19.0
1120060,90700.0,2.0,30.0
1120066,141700.0,2.0,32.0
1120071,271350.0,2.0,47.0
1120074,243390.0,4.0,76.0
1120091,115348.0,1.0,25.0
1120096,60000.0,1.0,18.0
1120122,100000.0,4.0,73.0
1120126,240000.0,4.0,87.0
1120130,210620.0,3.0,65.0
1120132,510000.0,4.0,88.0
1120133,510000.0,2.0,44.0
1120134,510000.0,3.0,88.0
1120137,510000.0,2.0,44.0
1120144,810000.0,4.0,70.0
1120145,810000.0,3.0,69.0
1120164,69150.0,2.0,53.0
1120168,320000.0,6.0,150.0
1120185,1020000.0,3.0,55.0
1120186,1020000.0,1.0,16.0
1120187,1020000.0,3.0,54.0
1120188,1020000.0,3.0,36.0
1120189,1020000.0,1.0,16.0
1120190,1020000.0,3.0,56.0
1120191,1020000.0,1.0,16.0
1120201,191150.0,3.0,67.0
1120204,122000.0,3.0,65.0
1120211,145800.0,3.0,63.0
1120219,245000.0,2.0,53.0
1120225,480000.0,3.0,50.0
1120226,480000.0,2.0,35.0
1120232,480000.0,3.0,46.0
1120237,228500.0,4.0,76.0
1120262,165000.0,3.0,52.0
1120354,268000.0,2.0,58.0
1120358,152000.0,2.0,51.0
1120390,185500.0,4.0,80.0
1120396,146100.0,3.0,47.0
1120408,135000.0,3.0,50.0
1120411,228000.0,4.0,86.0
1120418,62474.04,3.0,50.0
1120430,201000.0,4.0,67.0
1120442,138000.0,3.0,64.0
1120444,107000.0,4.0,63.0
1120451,79000.0,1.0,20.0
1120461,235000.0,3.0,69.0
1120462,96000.0,1.0,19.0
1120471,96820.0,2.0,38.0
1120474,205500.0,3.0,71.0
1120483,101000.0,2.0,40.0
1120485,108000.0,2.0,39.0
1120489,75000.0,2.0,55.0
1120492,765000.0,5.0,150.0
1120498,104630.0,2.0,40.0
1120503,165254.0,2.0,47.0
1120506,207169.0,3.0,58.0
1120513,162820.0,3.0,61.0
1120517,244000.0,2.0,47.0
1120518,216900.0,2.0,50.0
1120528,190000.0,3.0,69.0
1120530,77000.0,1.0,20.0
1120539,123500.0,3.0,63.0
1120547,48800.0,1.0,30.0
1120550,53000.0,3.0,50.0
1120555,221750.0,2.0,40.0
1120559,98500.0,2.0,27.0
1120563,257000.0,3.0,65.0
1120566,259640.0,4.0,77.0
1120567,259640.0,5.0,95.0
1120570,259640.0,4.0,78.0
1120575,101000.0,2.0,21.0
1120578,127900.0,2.0,52.0
1120633,123000.0,3.0,57.0
1120645,186000.0,3.0,64.0
1120646,93250.0,1.0,26.0
1120656,170000.0,2.0,50.0
1120659,141310.0,2.0,44.0
1120663,195000.0,1.0,20.0
1120670,144000.0,2.0,45.0
1120673,70000.0,2.0,47.0
1120674,102000.0,1.0,15.0
1120677,405200.0,3.0,74.0
1120682,135320.0,2.0,46.0
1120685,287800.0,3.0,70.0
1120697,140000.0,3.0,68.0
1120701,1578550.0,2.0,43.0
1120710,1578550.0,2.0,58.0
1120711,1578550.0,2.0,50.0
1120712,1578550.0,2.0,43.0
1120713,1578550.0,2.0,47.0
1120715,1578550.0,2.0,45.0
1120722,172000.0,1.0,37.0
1120731,2380000.0,4.0,92.0
1120732,2380000.0,2.0,40.0
1120733,2380000.0,2.0,40.0
1120734,2380000.0,5.0,135.0
1120742,57000.0,2.0,28.0
1120744,240000.0,2.0,56.0
1120766,114000.0,1.0,16.0
1120768,114000.0,1.0,18.0
1120776,73500.0,2.0,32.0
1120810,252000.0,3.0,65.0
1120812,252000.0,4.0,80.0
1120818,65000.0,1.0,20.0
1120825,128000.0,4.0,71.0
1120843,105000.0,1.0,23.0
1120846,105000.0,1.0,23.0
1120857,413250.0,1.0,90.0
1120874,3000000.0,3.0,85.0
1120875,3000000.0,1.0,29.0
1120878,3000000.0,1.0,35.0
1120879,3000000.0,3.0,85.0
1120880,3000000.0,3.0,85.0
1120881,3000000.0,1.0,40.0
1120882,3000000.0,1.0,35.0
1120883,3000000.0,1.0,40.0
1120884,3000000.0,3.0,85.0
1120885,3000000.0,1.0,35.0
1120886,3000000.0,1.0,36.0
1120887,3000000.0,1.0,40.0
1120888,3000000.0,1.0,35.0
1120889,3000000.0,1.0,40.0
1120895,1134080.0,5.0,161.0
1120896,1134080.0,1.0,15.0
1120897,1134080.0,1.0,14.0
1120927,245000.0,2.0,50.0
1120930,245000.0,2.0,46.0
1120947,90670.0,1.0,17.0
1121013,545000.0,5.0,142.0
1121017,134000.0,3.0,52.0
1121020,95500.0,2.0,37.0
1121021,301000.0,4.0,83.0
1121026,190000.0,3.0,66.0
1121041,174200.0,2.0,42.0
1121043,123000.0,2.0,27.0
1121045,99000.0,1.0,21.0
1121046,208000.0,3.0,65.0
1121058,173000.0,3.0,65.0
1121066,117000.0,6.0,98.0
1121076,168000.0,2.0,52.0
1121149,77080.0,1.0,20.0
1121152,149533.0,3.0,56.0
1121167,1.0,2.0,50.0
1121169,1.0,1.0,17.0
1121173,1.0,1.0,29.0
1121175,1.0,2.0,48.0
1121176,1.0,1.0,28.0
1121177,1.0,1.0,23.0
1121178,1.0,1.0,28.0
1121179,1.0,2.0,25.0
1121180,1.0,1.0,18.0
1121181,1.0,1.0,19.0
1121182,1.0,2.0,25.0
1121188,1.0,2.0,40.0
1121189,1.0,2.0,45.0
1121193,1.0,2.0,40.0
1121195,1.0,2.0,45.0
1121196,1.0,3.0,45.0
1121198,1.0,2.0,40.0
1121199,1.0,2.0,35.0
1121200,1.0,3.0,53.0
1121201,1.0,2.0,52.0
1121202,1.0,1.0,22.0
1121205,1.0,1.0,19.0
1121206,1.0,2.0,35.0
1121209,1.0,1.0,32.0
1121210,1.0,3.0,64.0
1121213,1.0,3.0,67.0
1121214,1.0,1.0,18.0
1121220,1.0,3.0,68.0
1121221,1.0,4.0,90.0
1121222,1.0,1.0,14.0
1121223,1.0,1.0,25.0
1121224,1.0,2.0,55.0
1121230,1.0,3.0,75.0
1121232,1.0,3.0,64.0
1121233,1.0,1.0,15.0
1121234,1.0,1.0,25.0
1121252,155000.0,3.0,66.0
1121258,132000.0,3.0,55.0
1121260,250000.0,4.0,70.0
1121263,258000.0,4.0,80.0
1121266,408000.0,3.0,92.0
1121267,160000.0,2.0,32.0
1121269,203000.0,3.0,73.0
1121271,120670.0,3.0,70.0
1121273,486150.0,6.0,149.0
1121282,266100.0,3.0,63.0
1121297,120000.0,2.0,42.0
1121305,147500.0,4.0,67.0
1121309,106000.0,4.0,69.0
1121316,290000.0,4.0,80.0
1121324,283500.0,3.0,66.0
1121326,176715.0,3.0,69.0
1121329,69500.0,1.0,18.0
1121350,150400.0,1.0,21.0
1121353,129000.0,1.0,29.0
1121390,69000.0,1.0,27.0
1121394,177550.0,3.0,65.0
1121401,196200.0,3.0,66.0
1121417,419500.0,4.0,110.0
1121429,155140.0,4.0,68.0
1121431,200529.0,2.0,27.0
1121440,209020.0,4.0,79.0
1121455,253400.0,3.0,65.0
1121464,139250.0,3.0,65.0
1121484,298450.0,4.0,80.0
1121492,160300.0,3.0,71.0
1121495,267000.0,5.0,112.0
1121500,234400.0,3.0,69.0
1121511,125985.0,2.0,35.0
1121513,103000.0,2.0,40.0
1121517,116000.0,0.0,19.0
1121535,221000.0,2.0,40.0
1121539,132000.0,2.0,46.0
1121562,196230.0,3.0,55.0
1121566,250000.0,4.0,80.0
1121571,89000.0,1.0,32.0
1121573,184000.0,2.0,44.0
1121577,152900.0,3.0,60.0
1121578,92500.0,1.0,23.0
1121595,160000.0,3.0,60.0
1121601,1410000.0,7.0,247.0
1121607,115000.0,2.0,40.0
1121627,101000.0,3.0,53.0
1121630,168000.0,3.0,56.0
1121634,199900.0,2.0,50.0
1121642,311500.0,4.0,79.0
1121646,135000.0,2.0,51.0
1121647,686400.0,4.0,131.0
1121651,222930.0,3.0,60.0
1121655,83000.0,2.0,33.0
1121660,420000.0,5.0,101.0
1121667,87300.0,1.0,20.0
1121678,264000.0,4.0,87.0
1121685,109000.0,3.0,62.0
1121696,199500.0,3.0,69.0
1121704,94000.0,3.0,63.0
1121711,152550.0,3.0,62.0
1121726,85000.0,1.0,28.0
1121727,170000.0,1.0,21.0
1121728,170000.0,1.0,24.0
1121733,570020.0,5.0,108.0
1121736,120000.0,4.0,71.0
1121749,100000.0,2.0,33.0
1121757,191000.0,3.0,67.0
1121798,730000.0,5.0,140.0
1121801,97000.0,1.0,21.0
1121805,219050.0,3.0,68.0
1121810,252000.0,2.0,68.0
1121813,95000.0,2.0,42.0
1121815,226000.0,2.0,45.0
1121817,120000.0,1.0,22.0
1121818,150000.0,3.0,69.0
1121820,81300.0,1.0,18.0
1121830,193400.0,4.0,83.0
1121832,102738.0,1.0,37.0
1121834,264000.0,3.0,61.0
1121840,249085.0,4.0,84.0
1121846,88000.0,4.0,66.0
1121852,168600.0,3.0,50.0
1121861,292610.0,3.0,68.0
1121870,1400000.0,10.0,297.0
1121876,1400000.0,10.0,297.0
1121879,147450.0,2.0,43.0
1121883,240250.0,4.0,77.0
1121888,253000.0,3.0,98.0
1121896,241600.0,3.0,62.0
1121898,135000.0,2.0,37.0
1121901,138000.0,1.0,35.0
1121902,175300.0,3.0,59.0
1121907,173000.0,3.0,64.0
1121915,202791.0,4.0,80.0
1121919,111000.0,1.0,23.0
1121926,218400.0,4.0,84.0
1121933,250750.0,3.0,69.0
1121936,62500.0,1.0,21.0
1121938,215100.0,3.0,78.0
1121994,141950.0,2.0,32.0
1121996,365000.0,3.0,64.0
1121997,80000.0,1.0,21.0
1122002,216450.0,3.0,56.0
1122022,347500.0,2.0,38.0
1122023,347500.0,2.0,38.0
1122029,388500.0,4.0,62.0
1122032,137500.0,2.0,43.0
1122036,165000.0,2.0,51.0
1122042,95852.0,3.0,64.0
1122043,434000.0,4.0,80.0
1122046,202500.0,4.0,63.0
1122048,105000.0,2.0,27.0
1122068,136700.0,2.0,32.0
1122070,234680.0,4.0,70.0
1122080,270000.0,3.0,65.0
1122082,170000.0,2.0,44.0
1122088,123250.0,3.0,52.0
1122098,118000.0,1.0,19.0
1122102,129500.0,3.0,57.0
1122107,97673.0,2.0,30.0
1122111,136630.0,1.0,36.0
1122119,318900.0,3.0,88.0
1122125,153000.0,3.0,57.0
1122127,268388.0,4.0,83.0
1122130,300000.0,3.0,71.0
1122134,155000.0,1.0,29.0
1122135,214100.0,2.0,55.0
1122137,236000.0,3.0,55.0
1122139,262000.0,3.0,79.0
1122141,145700.0,2.0,44.0
1122145,207000.0,3.0,58.0
1122147,314900.0,2.0,46.0
1122150,155000.0,3.0,49.0
1122152,915000.0,8.0,182.0
1122162,105000.0,2.0,48.0
1122182,170000.0,4.0,89.0
1122192,81000.0,1.0,18.0
1122253,124000.0,2.0,37.0
1122255,242150.0,3.0,65.0
1122258,295000.0,3.0,69.0
1122262,180000.0,5.0,108.0
1122277,177764.0,4.0,89.0
1122279,309000.0,4.0,80.0
1122282,193000.0,5.0,90.0
1122289,300000.0,3.0,73.0
1122293,109000.0,2.0,49.0
1122297,150000.0,3.0,56.0
1122304,189000.0,3.0,64.0
1122326,118000.0,5.0,83.0
1122328,144539.0,1.0,22.0
1122332,340000.0,5.0,83.0
1122337,62980.0,1.0,24.0
1122339,234500.0,3.0,82.0
1122342,187300.0,2.0,53.0
1122344,154137.0,3.0,56.0
1122345,350000.0,4.0,80.0
1122356,193000.0,3.0,61.0
1122357,118000.0,3.0,83.0
1122359,202000.0,3.0,52.0
1122362,123000.0,2.0,42.0
1122365,115000.0,2.0,53.0
1122366,166500.0,3.0,40.0
1122377,87800.0,2.0,35.0
1122381,213000.0,3.0,62.0
1122394,87000.0,2.0,54.0
1122395,10000.0,1.0,15.0
1122405,130500.0,3.0,59.0
1122407,100000.0,4.0,66.0
1122412,690000.0,4.0,122.0
1122416,140000.0,2.0,42.0
1122419,83500.0,3.0,51.0
1122429,301970.0,4.0,88.0
1122437,1036900.0,7.0,192.0
1122442,280650.0,4.0,100.0
1122445,555000.0,5.0,101.0
1122448,162360.0,3.0,62.0
1122453,203290.0,1.0,12.0
1122454,203290.0,2.0,41.0
1122458,331266.9,4.0,84.0
1122459,170000.0,3.0,63.0
1122463,100160.0,1.0,30.0
1122482,184000.0,3.0,64.0
1122488,265734.0,2.0,47.0
1122495,205000.0,3.0,64.0
1122503,258366.25,3.0,54.0
1122514,219500.0,3.0,63.0
1122522,314090.0,3.0,71.0
1122542,292034.62,3.0,62.0
1122579,218620.0,2.0,44.0
1122582,86111.0,5.0,85.0
1122585,200000.0,3.0,58.0
1122605,138020.0,3.0,58.0
1122617,157000.0,1.0,25.0
1122621,135000.0,2.0,30.0
1122625,600000.0,3.0,60.0
1122628,600000.0,3.0,57.0
1122629,1000000.0,1.0,15.0
1122644,450000.0,2.0,32.0
1122646,450000.0,3.0,70.0
1122647,450000.0,3.0,60.0
1122687,192120.0,2.0,50.0
1122690,153000.0,2.0,40.0
1122694,67000.0,2.0,47.0
1122698,138870.0,2.0,28.0
1122700,148000.0,3.0,62.0
1122702,115000.0,4.0,67.0
1122709,107900.0,2.0,31.0
1122710,188000.0,2.0,44.0
1122722,168100.0,2.0,51.0
1122727,401700.0,3.0,58.0
1122730,99999.0,2.0,35.0
1122732,136500.0,2.0,43.0
1122735,169000.0,3.0,68.0
1122738,121000.0,1.0,25.0
1122740,197000.0,2.0,54.0
1122744,230000.0,3.0,60.0
1122751,190000.0,3.0,90.0
1122752,193700.0,3.0,62.0
1122759,173000.0,3.0,70.0
1122764,157000.0,3.0,51.0
1122769,217000.0,2.0,46.0
1122773,156600.0,3.0,72.0
1122778,75000.0,3.0,60.0
1122779,164900.0,3.0,63.0
1122782,100000.0,3.0,48.0
1122796,192300.0,3.0,61.0
1122805,700000.0,2.0,33.0
1122806,700000.0,2.0,30.0
1122807,700000.0,2.0,33.0
1122808,700000.0,2.0,28.0
1122809,700000.0,2.0,50.0
1122810,700000.0,2.0,33.0
1122811,700000.0,2.0,33.0
1122812,700000.0,2.0,33.0
1122814,700000.0,2.0,28.0
1122824,70000.0,1.0,18.0
1122825,235850.0,2.0,51.0
1122831,199000.0,2.0,33.0
1122836,205000.0,3.0,61.0
1122840,539310.0,5.0,124.0
1122849,95000.0,1.0,24.0
1122852,105108.0,2.0,44.0
1122857,229200.0,2.0,56.0
1122861,271000.0,2.0,42.0
1122866,178800.0,2.0,37.0
1122888,175000.0,3.0,60.0
1122891,90900.0,3.0,56.0
1122904,215000.0,4.0,78.0
1122923,107000.0,1.0,24.0
1122925,180000.0,5.0,118.0
1122942,262803.0,3.0,74.0
1122946,235000.0,3.0,64.0
1122951,280373.84,4.0,88.0
1122958,269470.0,3.0,66.0
1122960,172402.0,1.0,39.0
1122965,160000.0,3.0,63.0
1122968,194000.0,2.0,50.0
1122972,156000.0,4.0,66.0
1122975,110000.0,2.0,41.0
1122976,78500.0,4.0,72.0
1122984,110000.0,2.0,38.0
1122988,130000.0,1.0,22.0
1123013,94000.0,1.0,26.0
1123031,110000.0,2.0,36.0
1123042,204000.0,2.0,58.0
1123052,144750.0,2.0,41.0
1123057,60210.0,2.0,30.0
1123059,570000.0,4.0,150.0
1123063,125000.0,1.0,25.0
1123067,110000.0,2.0,46.0
1123069,115000.0,1.0,24.0
1123073,160000.0,2.0,44.0
1123077,175360.0,3.0,56.0
1123082,282442.0,3.0,68.0
1123085,365500.0,3.0,63.0
1123102,269000.0,3.0,72.0
1123105,432000.0,4.0,89.0
1123106,65000.0,1.0,15.0
1123115,262000.0,3.0,62.0
1123117,92000.0,1.0,27.0
1123118,132462.0,2.0,46.0
1123121,156878.0,3.0,64.0
1123122,230000.0,3.0,59.0
1123130,1.0,1.0,26.0
1123152,150000.0,2.0,51.0
1123156,237000.0,3.0,83.0
1123157,165000.0,1.0,45.0
1123163,301000.0,3.0,66.0
1123173,145000.0,2.0,38.0
1123185,300000.0,2.0,65.0
1123188,189600.0,4.0,85.0
1123193,193400.0,2.0,37.0
1123204,135800.0,2.0,65.0
1123213,220000.0,4.0,85.0
1123228,215600.0,3.0,61.0
1123252,77000.0,1.0,20.0
1123263,319500.0,4.0,81.0
1123268,164610.0,3.0,66.0
1123288,271100.0,3.0,62.0
1123292,94000.0,4.0,63.0
1123300,335000.0,3.0,48.0
1123301,335000.0,3.0,48.0
1123317,122000.0,4.0,73.0
1123322,144000.0,2.0,34.0
1123327,30000.0,6.0,225.0
1123369,45000.0,1.0,32.0
1123371,112000.0,1.0,28.0
1123374,185000.0,2.0,41.0
1123379,82395.0,1.0,23.0
1123381,130000.0,3.0,57.0
1123386,586800.0,3.0,125.0
1123388,114500.0,1.0,26.0
1123392,80000.0,1.0,19.0
1123396,109000.0,1.0,31.0
1123407,132450.0,2.0,40.0
1123413,186000.0,2.0,40.0
1123429,60112.0,1.0,22.0
1123430,322650.0,3.0,78.0
1123432,80000.0,1.0,10.0
1123434,80000.0,4.0,64.0
1123439,280926.0,4.0,80.0
1123444,150705.0,4.0,77.0
1123452,87080.0,1.0,23.0
1123459,293150.0,4.0,90.0
1123463,125085.0,4.0,68.0
1123466,270000.0,3.0,70.0
1123485,545000.0,3.0,70.0
1123489,578666.7,2.0,45.0
1123490,578666.7,4.0,76.0
1123491,578666.7,4.0,76.0
1123492,578666.7,4.0,76.0
1123499,349000.0,3.0,68.0
1123514,100000.0,1.0,20.0
1123522,70000.0,1.0,21.0
1123523,158000.0,2.0,46.0
1123534,215000.0,2.0,71.0
1123547,250000.0,3.0,63.0
1123549,227500.0,3.0,62.0
1123584,89000.0,4.0,67.0
1123585,156500.0,3.0,64.0
1123594,203775.0,2.0,45.0
1123597,157000.0,2.0,50.0
1123603,115000.0,1.0,21.0
1123604,261850.0,3.0,64.0
1123614,205000.0,4.0,65.0
1123619,450000.0,1.0,49.0
1123621,116000.0,1.0,19.0
1123622,90000.0,2.0,20.0
1123628,87500.0,1.0,26.0
1123635,117000.0,2.0,32.0
1123641,275700.0,4.0,71.0
1123648,142000.0,3.0,52.0
1123650,153500.0,3.0,56.0
1123665,93000.0,3.0,70.0
1123666,15000.0,3.0,74.0
1123682,234150.0,3.0,56.0
1123707,85500.0,2.0,23.0
1123728,115500.0,3.0,37.0
1123731,115500.0,2.0,40.0
1123732,285700.0,3.0,72.0
1123743,150050.0,2.0,40.0
1123751,316000.0,3.0,94.0
1123753,69780.0,1.0,16.0
1123773,110415.0,1.0,30.0
1123787,283870.0,4.0,63.0
1123788,153000.0,3.0,74.0
1123797,305000.0,4.0,79.0
1123830,243500.0,2.0,48.0
1123831,252500.0,1.0,85.0
1123835,130000.0,2.0,41.0
1123840,239000.0,5.0,106.0
1123843,265000.0,2.0,38.0
1123858,35550.0,1.0,13.0
1123872,253000.0,5.0,81.0
1123883,161060.0,2.0,46.0
1123886,229000.0,3.0,53.0
1123891,247760.0,3.0,76.0
1123894,156603.0,2.0,46.0
1123922,118800.0,3.0,69.0
1123924,276000.0,4.0,71.0
1123935,175750.0,3.0,52.0
1123942,122000.0,2.0,50.0
1123949,213750.0,2.0,47.0
1123955,104163.0,1.0,30.0
1123957,99050.0,2.0,44.0
1123959,136750.0,4.0,72.0
1123964,330000.0,3.0,50.0
1123967,275873.0,3.0,68.0
1123970,89300.0,1.0,22.0
1123973,256000.0,3.0,56.0
1123976,109000.0,1.0,28.0
1123999,108100.0,2.0,37.0
1124009,146000.0,3.0,75.0
1124011,98328.0,2.0,31.0
1124037,110000.0,1.0,32.0
1124041,118380.0,2.0,29.0
1124047,251000.0,4.0,82.0
1124050,128000.0,1.0,30.0
1124052,185000.0,3.0,64.0
1124055,400000.0,6.0,115.0
1124058,152000.0,3.0,62.0
1124060,148000.0,2.0,36.0
1124062,200552.0,4.0,87.0
1124073,522000.0,1.0,20.0
1124074,522000.0,1.0,20.0
1124076,522000.0,3.0,53.0
1124077,522000.0,2.0,53.0
1124081,301886.0,3.0,80.0
1124083,340000.0,2.0,65.0
1124087,288400.0,3.0,52.0
1124091,101780.0,2.0,29.0
1124095,55555.0,1.0,36.0
1124098,850000.0,4.0,153.0
1124122,550000.0,3.0,70.0
1124123,550000.0,3.0,70.0
1124126,160000.0,5.0,78.0
1124152,226000.0,2.0,43.0
1124157,583200.0,1.0,47.0
1124165,92000.0,2.0,35.0
1124168,299500.0,4.0,87.0
1124173,218000.0,2.0,44.0
1124175,127300.0,1.0,31.0
1124180,190000.0,3.0,68.0
1124185,268800.0,4.0,83.0
1124192,145000.0,2.0,40.0
1124195,115000.0,2.0,47.0
1124198,273650.0,3.0,66.0
1124200,168000.0,2.0,41.0
1124204,184215.0,4.0,73.0
1124209,174000.0,2.0,46.0
1124212,180000.0,2.0,52.0
1124215,89000.0,1.0,22.0
1124232,192300.0,3.0,59.0
1124234,127000.0,2.0,38.0
1124236,103000.0,2.0,32.0
1124237,170000.0,3.0,53.0
1124239,136500.0,1.0,22.0
1124248,303000.0,4.0,89.0
1124251,190000.0,2.0,52.0
1124255,91890.0,1.0,19.0
1124257,163600.0,3.0,65.0
1124267,315250.0,4.0,85.0
1124272,328573.0,4.0,65.0
1124274,173000.0,3.0,61.0
1124304,236449.0,3.0,77.0
1124307,44000.0,4.0,63.0
1124329,245000.0,4.0,80.0
1124340,323000.0,3.0,90.0
1124361,140000.0,2.0,31.0
1124385,110000.0,1.0,20.0
1124386,216000.0,3.0,57.0
1124391,308000.0,4.0,82.0
1124399,250000.0,5.0,90.0
1124405,140000.0,2.0,35.0
1124409,172000.0,4.0,69.0
1124412,153000.0,3.0,65.0
1124415,160720.0,2.0,46.0
1124418,130000.0,3.0,48.0
1124445,78000.0,2.0,33.0
1124458,135000.0,2.0,46.0
1124461,242500.0,4.0,73.0
1124464,165730.0,3.0,60.0
1124467,192000.0,3.0,57.0
1124504,95550.0,2.0,30.0
1124512,120000.0,4.0,73.0
1124531,300000.0,2.0,58.0
1124579,106000.0,2.0,43.0
1124584,317000.0,4.0,66.0
1124588,93500.0,3.0,55.0
1124607,104000.0,2.0,48.0
1124610,144752.0,2.0,43.0
1124617,220000.0,3.0,66.0
1124620,300746.0,2.0,66.0
1124628,188390.0,2.0,51.0
1124637,167000.0,3.0,62.0
1124654,155163.0,3.0,56.0
1124657,232800.0,2.0,64.0
1124660,340000.0,4.0,100.0
1124674,220000.0,5.0,122.0
1124678,200000.0,4.0,83.0
1124686,185500.0,3.0,57.0
1124707,180000.0,4.0,72.0
1124716,270000.0,1.0,61.0
1124737,130000.0,1.0,30.0
1124746,185000.0,4.0,102.0
1124750,178000.0,5.0,81.0
1124755,95000.0,2.0,27.0
1124763,155000.0,2.0,55.0
1124765,137000.0,2.0,41.0
1124778,199000.0,3.0,55.0
1124779,120000.0,4.0,64.0
1124783,130000.0,3.0,55.0
1124794,85000.0,3.0,70.0
1124798,92550.0,2.0,33.0
1124805,69250.0,2.0,38.0
1124807,114000.0,1.0,19.0
1124817,220000.0,4.0,66.0
1124819,202000.0,5.0,81.0
1124829,224000.0,3.0,55.0
1124837,106801.0,2.0,25.0
1124845,476000.0,4.0,124.0
1124976,126000.0,3.0,63.0
1125058,155000.0,2.0,40.0
1125066,134000.0,1.0,27.0
1125079,397000.0,6.0,119.0
1125081,127000.0,2.0,50.0
1125082,127000.0,2.0,41.0
1125094,283000.0,2.0,66.0
1125100,152490.0,4.0,102.0
1125115,224000.0,3.0,67.0
1125118,224000.0,3.0,67.0
1125124,235000.0,4.0,83.0
1125127,145000.0,2.0,46.0
1125128,117000.0,2.0,39.0
1125137,113550.0,3.0,64.0
1125160,247350.0,3.0,65.0
1125172,298420.0,4.0,98.0
1125180,146000.0,2.0,36.0
1125184,135000.0,2.0,46.0
1125190,100000.0,1.0,35.0
1125193,83000.0,4.0,74.0
1125197,287380.0,5.0,89.0
1125199,347100.0,3.0,68.0
1125204,88440.0,1.0,19.0
1125206,153000.0,2.0,42.0
1125211,70150.0,1.0,30.0
1125213,253900.0,3.0,69.0
1125216,760150.0,6.0,134.0
1125220,104690.0,1.0,27.0
1125228,115000.0,1.0,21.0
1125230,143170.0,2.0,36.0
1125232,230150.0,2.0,55.0
1125237,147000.0,1.0,24.0
1125238,210000.0,2.0,48.0
1125274,106000.0,1.0,25.0
1125277,113000.0,4.0,67.0
1125283,336694.0,3.0,65.0
1125313,355000.0,5.0,72.0
1125314,355000.0,4.0,65.0
1125325,226500.0,1.0,23.0
1125326,226500.0,1.0,20.0
1125329,365000.0,2.0,62.0
1125346,168500.0,3.0,64.0
1125358,183200.0,2.0,45.0
1125369,159000.0,3.0,65.0
1125375,115950.0,2.0,35.0
1125377,366000.0,4.0,76.0
1125408,126500.0,2.0,36.0
1125431,323000.0,4.0,92.0
1125444,426750.0,4.0,129.0
1125446,264000.0,3.0,73.0
1125449,210000.0,3.0,64.0
1125453,142796.0,3.0,84.0
1125458,446671.0,4.0,90.0
1125460,173240.0,1.0,30.0
1125461,109525.0,1.0,34.0
1125466,190015.0,2.0,48.0
1125467,113004.5,3.0,66.0
1125475,190000.0,3.0,68.0
1125479,100000.0,1.0,23.0
1125496,98900.0,1.0,26.0
1125498,75000.0,3.0,60.0
1125499,154950.0,2.0,56.0
1125502,115000.0,2.0,42.0
1125560,230000.0,3.0,58.0
1125569,75000.0,1.0,18.0
1125603,180000.0,2.0,43.0
1125609,296725.0,3.0,64.0
1125610,87000.0,2.0,23.0
1125611,100800.0,1.0,16.0
1125614,101400.0,3.0,58.0
1125616,148050.0,2.0,57.0
1125621,195071.0,2.0,41.0
1125623,151400.0,3.0,63.0
1125626,215000.0,2.0,52.0
1125632,260000.0,3.0,62.0
1125635,292380.0,3.0,66.0
