,Valeur fonciere,Nombre pieces principales,Surface reelle bati
1125649,185000.0,2.0,47.0
1125651,123000.0,2.0,45.0
1125658,129100.0,1.0,32.0
1125662,422800.0,3.0,139.0
1125667,107000.0,3.0,64.0
1125670,110000.0,1.0,23.0
1125671,110000.0,1.0,9.0
1125672,110000.0,1.0,20.0
1125673,110000.0,1.0,23.0
1125684,95000.0,1.0,17.0
1125728,460000.0,5.0,100.0
1125754,156000.0,1.0,29.0
1125755,156000.0,1.0,35.0
1125763,366800.0,3.0,74.0
1125768,155950.0,3.0,65.0
1125769,78100.0,1.0,24.0
1125774,92000.0,1.0,30.0
1125777,486000.0,4.0,92.0
1125781,1050000.0,1.0,18.0
1125782,1050000.0,3.0,68.0
1125783,1050000.0,0.0,18.0
1125785,1050000.0,3.0,66.0
1125786,1050000.0,2.0,65.0
1125799,122000.0,3.0,62.0
1125804,125550.0,1.0,28.0
1125806,153000.0,3.0,68.0
1125809,80000.0,2.0,24.0
1125837,283552.5,3.0,59.0
1125838,283552.5,3.0,63.0
1125855,125000.0,4.0,78.0
1125866,120000.0,1.0,20.0
1125871,205000.0,3.0,60.0
1125873,179000.0,1.0,47.0
1125877,137000.0,2.0,45.0
1125880,107000.0,3.0,47.0
1125882,185000.0,2.0,49.0
1125885,190695.0,3.0,76.0
1125910,178000.0,2.0,48.0
1125913,215000.0,3.0,57.0
1125939,93500.0,1.0,16.0
1125956,156300.0,2.0,48.0
1125960,150000.0,3.0,56.0
1125965,136300.0,4.0,69.0
1125967,76000.0,1.0,23.0
1125970,294175.0,3.0,49.0
1125980,105000.0,1.0,23.0
1125984,115740.0,3.0,60.0
1125989,88145.0,1.0,25.0
1126003,80000.0,4.0,82.0
1126006,173625.0,3.0,61.0
1126007,14707650.0,1.0,18.0
1126008,14707650.0,1.0,18.0
1126009,14707650.0,1.0,27.0
1126055,14707650.0,1.0,25.0
1126056,14707650.0,1.0,32.0
1126057,14707650.0,1.0,18.0
1126058,14707650.0,1.0,18.0
1126059,14707650.0,1.0,18.0
1126060,14707650.0,1.0,18.0
1126061,14707650.0,1.0,18.0
1126062,14707650.0,1.0,34.0
1126063,14707650.0,1.0,25.0
1126064,14707650.0,1.0,18.0
1126065,14707650.0,1.0,34.0
1126066,14707650.0,1.0,25.0
1126067,14707650.0,1.0,18.0
1126068,14707650.0,1.0,18.0
1126069,14707650.0,1.0,18.0
1126070,14707650.0,1.0,18.0
1126071,14707650.0,1.0,32.0
1126072,14707650.0,1.0,25.0
1126073,14707650.0,1.0,25.0
1126074,14707650.0,1.0,32.0
1126075,14707650.0,1.0,18.0
1126076,14707650.0,1.0,18.0
1126077,14707650.0,1.0,18.0
1126078,14707650.0,1.0,18.0
1126079,14707650.0,1.0,25.0
1126080,14707650.0,1.0,34.0
1126081,14707650.0,1.0,18.0
1126082,14707650.0,1.0,18.0
1126083,14707650.0,1.0,18.0
1126084,14707650.0,1.0,18.0
1126085,14707650.0,1.0,18.0
1126086,14707650.0,1.0,32.0
1126087,14707650.0,1.0,25.0
1126088,14707650.0,1.0,25.0
1126089,14707650.0,1.0,32.0
1126090,14707650.0,1.0,18.0
1126091,14707650.0,2.0,72.0
1126092,14707650.0,1.0,18.0
1126093,14707650.0,1.0,18.0
1126094,14707650.0,1.0,19.0
1126095,14707650.0,1.0,30.0
1126096,14707650.0,1.0,30.0
1126097,14707650.0,1.0,19.0
1126099,14707650.0,1.0,18.0
1126100,14707650.0,1.0,18.0
1126101,14707650.0,1.0,18.0
1126102,14707650.0,1.0,18.0
1126103,14707650.0,1.0,32.0
1126104,14707650.0,1.0,25.0
1126105,14707650.0,1.0,25.0
1126106,14707650.0,1.0,32.0
1126107,14707650.0,1.0,18.0
1126108,14707650.0,1.0,18.0
1126109,14707650.0,1.0,18.0
1126110,14707650.0,1.0,18.0
1126111,14707650.0,1.0,25.0
1126112,14707650.0,1.0,34.0
1126113,14707650.0,1.0,18.0
1126114,14707650.0,1.0,18.0
1126115,14707650.0,1.0,18.0
1126116,14707650.0,1.0,18.0
1126117,14707650.0,1.0,18.0
1126118,14707650.0,1.0,32.0
1126119,14707650.0,1.0,25.0
1126120,14707650.0,1.0,25.0
1126121,14707650.0,1.0,32.0
1126122,14707650.0,1.0,18.0
1126123,14707650.0,1.0,18.0
1126124,14707650.0,1.0,18.0
1126125,14707650.0,1.0,18.0
1126126,14707650.0,1.0,18.0
1126127,14707650.0,1.0,18.0
1126128,14707650.0,1.0,18.0
1126129,14707650.0,1.0,18.0
1126130,14707650.0,1.0,34.0
1126131,14707650.0,1.0,25.0
1126132,14707650.0,1.0,18.0
1126133,14707650.0,1.0,18.0
1126134,14707650.0,1.0,18.0
1126135,14707650.0,1.0,18.0
1126136,14707650.0,1.0,32.0
1126137,14707650.0,1.0,25.0
1126138,14707650.0,1.0,25.0
1126139,14707650.0,1.0,32.0
1126140,14707650.0,1.0,18.0
1126141,14707650.0,1.0,18.0
1126142,14707650.0,1.0,18.0
1126143,14707650.0,1.0,18.0
1126144,14707650.0,1.0,25.0
1126145,14707650.0,1.0,34.0
1126146,14707650.0,1.0,18.0
1126147,14707650.0,1.0,18.0
1126148,14707650.0,1.0,18.0
1126149,14707650.0,1.0,18.0
1126150,14707650.0,1.0,18.0
1126151,14707650.0,1.0,32.0
1126152,14707650.0,1.0,25.0
1126165,78880.0,1.0,35.0
1126168,158470.0,3.0,56.0
1126176,55000.0,1.0,26.0
1126178,434999.0,4.0,83.0
1126246,97000.0,1.0,18.0
1126261,220166.0,4.0,66.0
1126264,40000.0,1.0,16.0
1126265,132000.0,2.0,48.0
1126269,91650.0,1.0,34.0
1126274,1490300.0,4.0,78.0
1126275,1490300.0,4.0,83.0
1126291,215000.0,3.0,53.0
1126487,152000.0,3.0,39.0
1126490,290000.0,3.0,67.0
1126494,135000.0,2.0,44.0
1126496,88000.0,4.0,75.0
1126510,157900.0,2.0,38.0
1126512,252000.0,3.0,68.0
1126514,133000.0,3.0,61.0
1126516,106000.0,4.0,71.0
1126521,350850.0,5.0,84.0
1126528,266750.0,4.0,91.0
1126529,178650.0,3.0,77.0
1126535,159000.0,2.0,48.0
1126539,140000.0,3.0,72.0
1126541,144700.0,4.0,70.0
1126553,160150.0,1.0,34.0
1126564,217000.0,4.0,79.0
1126567,143500.0,2.0,50.0
1126568,138500.0,2.0,36.0
1126569,119000.0,1.0,35.0
1126573,151820.0,2.0,43.0
1126575,132000.0,2.0,40.0
1126578,81000.0,2.0,26.0
1126609,598970.0,4.0,86.0
1126678,167500.0,3.0,61.0
1126685,240000.0,1.0,35.0
1126731,153000.0,2.0,46.0
1126735,258320.0,3.0,53.0
1126739,196880.0,2.0,45.0
1126750,176100.0,2.0,46.0
1126754,109900.0,1.0,17.0
1126756,133000.0,3.0,59.0
1126764,117000.0,1.0,33.0
1126768,256225.0,3.0,63.0
1126771,111000.0,1.0,44.0
1126773,111000.0,1.0,42.0
1126774,93300.0,1.0,23.0
1126784,340000.0,1.0,16.0
1126785,340000.0,2.0,44.0
1126787,262000.0,4.0,71.0
1126790,137500.0,2.0,39.0
1126793,143920.0,4.0,65.0
1126795,324400.0,3.0,65.0
1126797,165000.0,5.0,105.0
1126802,130000.0,1.0,28.0
1126804,188000.0,4.0,71.0
1126805,171000.0,2.0,54.0
1126811,142000.0,2.0,42.0
1126814,125000.0,2.0,44.0
1126817,317223.0,3.0,72.0
1126823,191228.0,4.0,67.0
1126829,107000.0,2.0,39.0
1126835,152000.0,2.0,40.0
1126836,215000.0,2.0,46.0
1126871,155000.0,2.0,46.0
1126874,170000.0,2.0,50.0
1126890,75000.0,1.0,19.0
1126892,105000.0,2.0,32.0
1126894,211992.0,3.0,66.0
1126897,148550.0,3.0,52.0
1126899,156200.0,2.0,43.0
1126908,94340.0,1.0,23.0
1126939,232900.0,3.0,58.0
1126944,149000.0,2.0,42.0
1126948,212900.0,3.0,54.0
1126950,185000.0,2.0,39.0
1126968,109000.0,2.0,41.0
1126996,268000.0,3.0,82.0
1126998,231570.0,3.0,61.0
1127000,120000.0,1.0,35.0
1127045,163400.0,2.0,39.0
1127046,98050.0,1.0,28.0
1127048,150000.0,2.0,46.0
1127049,139500.0,2.0,47.0
1127050,110000.0,1.0,35.0
1127052,110000.0,2.0,52.0
1127056,85800.0,2.0,33.0
1127058,163000.0,2.0,45.0
1127061,118135.0,2.0,32.0
1127063,413600.0,5.0,109.0
1127067,117380.0,3.0,73.0
1127078,595000.0,6.0,139.0
1127079,108000.0,2.0,48.0
1127082,687100.0,0.0,150.0
1127084,93500.0,1.0,31.0
1127086,183000.0,5.0,82.0
1127088,166500.0,4.0,73.0
1127089,95000.0,2.0,28.0
1127092,201360.0,2.0,30.0
1127099,135000.0,1.0,43.0
1127106,61000.0,1.0,21.0
1127115,300000.0,4.0,105.0
1127116,300000.0,2.0,28.0
1127118,300000.0,2.0,29.0
1127120,218000.0,2.0,40.0
1127126,444300.0,4.0,80.0
1127135,137000.0,4.0,73.0
1127138,138000.0,3.0,52.0
1127142,135100.0,1.0,28.0
1127146,116000.0,2.0,30.0
1127165,279009.0,3.0,65.0
1127184,169400.0,2.0,44.0
1127187,552750.0,2.0,70.0
1127188,552750.0,3.0,88.0
1127194,88500.0,3.0,46.0
1127198,128250.0,2.0,25.0
1127246,180000.0,4.0,85.0
1127251,361841.0,3.0,89.0
1127253,250000.0,2.0,33.0
1127254,250000.0,2.0,20.0
1127257,217965.0,4.0,86.0
1127258,84000.0,1.0,20.0
1127284,231799.0,3.0,66.0
1127286,106000.0,5.0,85.0
1127290,328400.0,4.0,95.0
1127295,113000.0,3.0,54.0
1127297,265575.0,4.0,81.0
1127299,116620.0,1.0,36.0
1127301,181700.0,2.0,40.0
1127305,49000.0,4.0,63.0
1127307,166000.0,2.0,47.0
1127309,404900.0,3.0,79.0
1127310,222980.0,2.0,41.0
1127311,137500.0,2.0,45.0
1127313,183000.0,3.0,56.0
1127314,89870.0,1.0,20.0
1127357,70000.0,4.0,73.0
1127383,380000.0,4.0,80.0
1127386,170800.0,3.0,68.0
1127399,245330.0,3.0,65.0
1127401,100000.0,5.0,78.0
1127402,216800.0,3.0,50.0
1127403,230000.0,2.0,40.0
1127406,193400.0,3.0,54.0
1127407,193400.0,2.0,36.0
1127413,160000.0,4.0,74.0
1127416,385701.0,4.0,87.0
1127419,176705.0,2.0,44.0
1127430,96000.0,2.0,41.0
1127457,115100.0,2.0,40.0
1127488,149083.5,3.0,64.0
1127489,238240.0,3.0,65.0
1127497,217550.0,3.0,62.0
1127505,22000.0,1.0,17.0
1127509,218080.0,4.0,85.0
1127514,168580.0,5.0,98.0
1127516,264000.0,3.0,64.0
1127532,409200.0,4.0,94.0
1127536,221430.0,3.0,53.0
1127539,158500.0,3.0,63.0
1127542,224200.0,3.0,66.0
1127544,98000.0,3.0,53.0
1127545,249000.0,3.0,62.0
1127547,81180.0,2.0,54.0
1127550,80339.0,2.0,55.0
1127555,283000.0,3.0,68.0
1127557,146500.0,4.0,63.0
1127559,88024.0,1.0,17.0
1127560,82850.0,1.0,20.0
1127564,152200.0,3.0,66.0
1127570,365000.0,5.0,84.0
1127576,313220.0,4.0,80.0
1127589,199835.0,3.0,65.0
1127593,83650.0,1.0,21.0
1127595,182100.0,3.0,63.0
1127600,335000.0,3.0,86.0
1127609,130000.0,2.0,42.0
1127619,150000.0,1.0,24.0
1127622,150000.0,1.0,24.0
1127629,195000.0,2.0,46.0
1127634,773030.0,4.0,113.0
1127701,245300.0,4.0,78.0
1127707,312670.0,5.0,71.0
1127709,120800.0,2.0,42.0
1127714,80502.0,3.0,69.0
1127721,217100.0,4.0,119.0
1127728,244720.0,2.0,56.0
1127729,225000.0,3.0,61.0
1127731,83305.0,1.0,18.0
1127733,199400.0,2.0,40.0
1127735,294500.0,3.0,56.0
1127750,158421.0,3.0,69.0
1127762,155000.0,4.0,76.0
1127769,87200.0,2.0,51.0
1127770,176000.0,3.0,41.0
1127775,161000.0,4.0,75.0
1127776,306200.0,4.0,84.0
1127777,169575.0,3.0,70.0
1127780,215000.0,3.0,62.0
1127787,133500.0,1.0,33.0
1127792,185000.0,2.0,80.0
1127794,119770.0,2.0,31.0
1127806,425000.0,4.0,80.0
1127832,125000.0,2.0,51.0
1127838,162480.0,3.0,69.0
1127841,175000.0,3.0,62.0
1127842,124280.0,2.0,45.0
1127846,134430.0,2.0,20.0
1127850,180000.0,3.0,61.0
1127854,45000.0,3.0,53.0
1127863,179700.0,2.0,47.0
1127885,140029.0,3.0,52.0
1127894,348700.0,3.0,71.0
1127904,100000.0,1.0,26.0
1127910,224200.0,2.0,36.0
1127912,177420.0,3.0,40.0
1127917,94000.0,1.0,21.0
1127926,81700.0,1.0,29.0
1127936,398500.0,4.0,100.0
1127941,121776.76,1.0,28.0
1127945,121000.0,2.0,46.0
1127946,256000.0,3.0,72.0
1127949,208000.0,3.0,63.0
1127962,774350.0,5.0,160.0
1127963,129500.0,2.0,41.0
1127973,172500.0,2.0,30.0
1127974,231500.0,3.0,71.0
1127987,93600.0,1.0,9.0
1127988,107500.0,1.0,28.0
1127998,137400.0,3.0,70.0
1128008,150000.0,4.0,76.0
1128009,115000.0,1.0,27.0
1128012,137000.0,2.0,48.0
1128041,120000.0,1.0,20.0
1128043,249000.0,4.0,94.0
1128044,116370.0,2.0,40.0
1128046,114410.0,3.0,56.0
1128048,115150.0,2.0,37.0
1128065,254800.0,3.0,65.0
1128072,244000.0,3.0,69.0
1128081,346800.0,3.0,66.0
1128085,335000.0,3.0,63.0
1128091,375000.0,3.0,53.0
1128092,164000.0,2.0,55.0
1128100,133000.0,1.0,27.0
1128105,42000.0,1.0,16.0
1128119,90000.0,3.0,53.0
1128141,179246.62,4.0,78.0
1128143,119000.0,2.0,55.0
1128153,145000.0,3.0,55.0
1128159,195000.0,2.0,42.0
1128169,224000.0,3.0,67.0
1128177,182800.0,3.0,48.0
1128186,180000.0,2.0,36.0
1128203,242500.0,4.0,86.0
1128209,153100.0,3.0,62.0
1128211,96000.0,2.0,51.0
1128224,281200.0,3.0,61.0
1128241,77000.0,1.0,24.0
1128253,123930.0,4.0,68.0
1128260,250000.0,3.0,55.0
1128275,246400.0,3.0,73.0
1128286,115000.0,2.0,33.0
1128292,200000.0,3.0,45.0
1128306,135000.0,3.0,26.0
1128317,260200.0,4.0,96.0
1128323,143355.0,1.0,27.0
1128324,387000.0,4.0,87.0
1128333,131500.0,4.0,73.0
1128344,121200.0,3.0,60.0
1128347,128500.0,2.0,44.0
1128351,107300.0,2.0,44.0
1128353,129400.0,3.0,70.0
1128364,295500.0,5.0,125.0
1128366,154000.0,4.0,66.0
1128389,1450000.0,2.0,45.0
1128402,1450000.0,2.0,40.0
1128403,1450000.0,2.0,39.0
1128404,1450000.0,1.0,40.0
1128405,1450000.0,2.0,35.0
1128406,1450000.0,2.0,39.0
1128408,1450000.0,2.0,45.0
1128409,1450000.0,2.0,36.0
1128410,1450000.0,1.0,25.0
1128411,1450000.0,2.0,38.0
1128412,1450000.0,2.0,39.0
1128413,1450000.0,2.0,39.0
1128452,96500.0,1.0,20.0
1128463,130000.0,2.0,49.0
1128466,120000.0,1.0,31.0
1128468,73000.0,1.0,19.0
1128472,380000.0,3.0,90.0
1128475,150000.0,1.0,25.0
1128483,253000.0,4.0,70.0
1128487,203000.0,3.0,63.0
1128488,210000.0,3.0,69.0
1128498,95000.0,3.0,78.0
1128505,1500000.0,2.0,55.0
1128507,1500000.0,4.0,120.0
1128508,1500000.0,2.0,55.0
1128512,274370.0,2.0,55.0
1128515,236645.0,3.0,52.0
1128522,270000.0,2.0,48.0
1128527,133540.0,2.0,44.0
1128530,150000.0,2.0,49.0
1128535,50960.0,2.0,19.0
1128543,96400.0,2.0,32.0
1128554,151000.0,2.0,45.0
1128556,205500.0,1.0,23.0
1128562,500000.0,4.0,98.0
1128573,157670.0,2.0,36.0
1128574,135000.0,3.0,66.0
1128578,102000.0,2.0,44.0
1128584,285000.0,3.0,56.0
1128599,228200.0,4.0,68.0
1128628,362500.0,4.0,84.0
1128640,90730.0,1.0,28.0
1128643,112000.0,3.0,59.0
1128653,242000.0,4.0,89.0
1128656,114000.0,2.0,45.0
1128659,100000.0,2.0,24.0
1128671,146000.0,3.0,57.0
1128676,180000.0,3.0,63.0
1128681,279290.0,1.0,18.0
1128682,279290.0,2.0,43.0
1128696,110000.0,2.0,37.0
1128703,81000.0,1.0,23.0
1128704,174000.0,2.0,45.0
1128714,172900.0,2.0,44.0
1128716,182500.0,4.0,78.0
1128719,167400.0,2.0,51.0
1128723,157500.0,3.0,63.0
1128727,80000.0,1.0,27.0
1128730,165000.0,3.0,58.0
1128745,78000.0,1.0,22.0
1128750,310720.0,3.0,86.0
1128762,113500.0,2.0,38.0
1128769,280000.0,4.0,111.0
1128773,440700.0,4.0,90.0
1128776,280000.0,2.0,31.0
1128779,280000.0,1.0,20.0
1128781,280000.0,2.0,31.0
1128784,173250.0,3.0,68.0
1128786,141000.0,0.0,32.0
1128794,87000.0,1.0,17.0
1128795,352234.0,3.0,82.0
1128798,38600.0,1.0,18.0
1128807,366020.0,5.0,93.0
1128813,146990.0,4.0,74.0
1128814,121300.0,2.0,35.0
1128817,235000.0,3.0,66.0
1128832,199300.0,2.0,49.0
1128834,289000.0,2.0,51.0
1128839,132500.0,2.0,44.0
1128840,135000.0,2.0,38.0
1128842,125000.0,1.0,26.0
1128862,65000.0,1.0,15.0
1128865,317620.0,2.0,29.0
1128869,55000.0,1.0,23.0
1128870,130000.0,1.0,25.0
1128879,88000.0,1.0,25.0
1128881,370000.0,5.0,112.0
1128882,108111.0,3.0,60.0
1128886,110281.0,1.0,17.0
1128896,186250.0,2.0,51.0
1128898,175000.0,3.0,53.0
1128912,175520.0,2.0,46.0
1128922,103500.0,2.0,51.0
1128929,150000.0,2.0,36.0
1128933,255000.0,3.0,65.0
1128946,168000.0,3.0,62.0
1128947,199900.0,2.0,52.0
1128962,292000.0,2.0,52.0
1128965,106150.0,4.0,60.0
1128968,91940.0,3.0,53.0
1128973,125000.0,3.0,62.0
1128976,206500.0,4.0,74.0
1128980,126400.0,3.0,57.0
1128981,114000.0,1.0,24.0
1128983,151250.0,3.0,61.0
1129006,400135.0,4.0,89.0
1129012,87000.0,1.0,39.0
1129016,51474.28,2.0,38.0
1129022,327000.0,2.0,46.0
1129023,327000.0,2.0,40.0
1129026,131064.19,1.0,28.0
1129029,195000.0,4.0,72.0
1129030,120000.0,4.0,66.0
1129035,173100.0,2.0,47.0
1129051,111600.0,4.0,68.0
1129058,163000.0,2.0,39.0
1129060,163000.0,3.0,70.0
1129071,154000.0,3.0,62.0
1129081,172000.0,2.0,43.0
1129082,147000.0,2.0,39.0
1129088,134000.0,3.0,44.0
1129096,75846.5,2.0,32.0
1129099,152900.0,2.0,30.0
1129106,125000.0,2.0,56.0
1129109,172471.0,3.0,60.0
1129114,141750.0,2.0,40.0
1129115,130000.0,3.0,46.0
1129117,220000.0,2.0,47.0
1129125,54000.0,1.0,20.0
1129127,280800.0,3.0,60.0
1129130,156000.0,2.0,36.0
1129131,79800.0,1.0,20.0
1129141,285950.0,3.0,85.0
1129151,254900.0,3.0,68.0
1129157,147760.0,2.0,39.0
1129160,100000.0,1.0,19.0
1129196,137102.0,3.0,61.0
1129213,210000.0,3.0,68.0
1129232,145689.0,2.0,37.0
1129239,120500.0,1.0,25.0
1129242,139100.0,2.0,53.0
1129243,163500.0,4.0,64.0
1129247,181400.0,3.0,64.0
1129250,122200.0,1.0,16.0
1129252,118000.0,2.0,31.0
1129256,179000.0,3.0,51.0
1129263,181950.0,3.0,63.0
1129264,250000.0,4.0,58.0
1129271,760850.0,6.0,139.0
1129281,116500.0,3.0,70.0
1129288,165000.0,3.0,52.0
1129301,461000.0,4.0,77.0
1129311,453000.0,3.0,76.0
1129313,290500.0,2.0,56.0
1129319,89000.0,3.0,62.0
1129324,57000.0,1.0,20.0
1129337,120000.0,4.0,69.0
1129342,89000.0,3.0,61.0
1129370,180000.0,2.0,50.0
1129372,560000.0,2.0,28.0
1129373,560000.0,4.0,67.0
1129380,185000.0,2.0,42.0
1129409,139120.0,3.0,36.0
1129442,140000.0,1.0,30.0
1129444,164900.0,2.0,56.0
1129448,230000.0,4.0,98.0
1129455,80000.0,1.0,17.0
1129456,72500.0,1.0,18.0
1129458,265250.0,3.0,65.0
1129468,173000.0,3.0,52.0
1129472,203701.62,4.0,64.0
1129510,143000.0,3.0,63.0
1129511,135000.0,3.0,56.0
1129519,110000.0,1.0,33.0
1129524,76500.0,2.0,28.0
1129530,124500.0,3.0,49.0
1129533,670000.0,3.0,62.0
1129537,242100.0,4.0,98.0
1129543,129910.0,1.0,37.0
1129544,130000.0,2.0,31.0
1129546,393950.0,1.0,34.0
1129547,393950.0,2.0,50.0
1129550,219000.0,4.0,74.0
1129554,106840.0,1.0,14.0
1129566,83000.0,2.0,52.0
1129578,188235.0,3.0,64.0
1129590,120000.0,3.0,70.0
1129596,168000.0,3.0,56.0
1129600,111000.0,2.0,49.0
1129602,86917.0,1.0,22.0
1129604,188274.0,2.0,53.0
1129606,76400.0,1.0,19.0
1129608,178404.0,3.0,72.0
1129613,239000.0,4.0,80.0
1129620,100000.0,4.0,75.0
1129621,84000.0,2.0,33.0
1129628,509000.0,4.0,103.0
1129639,116000.0,1.0,33.0
1129641,145000.0,3.0,56.0
1129650,85000.0,2.0,30.0
1129656,84000.0,1.0,18.0
1129664,90000.0,2.0,57.0
1129668,189000.0,2.0,51.0
1129672,150000.0,3.0,64.0
1129678,159960.0,2.0,34.0
1129691,174410.0,3.0,54.0
1129705,170000.0,3.0,68.0
1129711,368850.0,4.0,89.0
1129713,110000.0,2.0,33.0
1129721,434650.0,3.0,88.0
1129728,110000.0,2.0,47.0
1129730,114500.0,1.0,28.0
1129731,69000.0,4.0,72.0
1129734,144000.0,2.0,39.0
1129737,232630.0,4.0,81.0
1129746,219000.0,2.0,43.0
1129747,172580.0,1.0,36.0
1129750,130100.0,3.0,65.0
1129755,235000.0,2.0,55.0
1129757,247000.0,4.0,61.0
1129759,77000.0,3.0,54.0
1129762,107500.0,3.0,54.0
1129771,146000.0,1.0,19.0
1129774,360000.0,4.0,98.0
1129775,123600.0,3.0,53.0
1129779,140000.0,3.0,64.0
1129781,390000.0,3.0,78.0
1129789,175000.0,3.0,64.0
1129791,204000.0,3.0,60.0
1129797,114000.0,1.0,31.0
1129850,87000.0,2.0,26.0
1129870,258000.0,2.0,54.0
1129884,154206.0,3.0,56.0
1129887,179240.0,2.0,48.0
1129889,164500.0,2.0,44.0
1129891,123840.0,1.0,33.0
1129893,133700.0,2.0,50.0
1129899,119000.0,4.0,78.0
1129905,174700.0,2.0,49.0
1129907,73000.0,1.0,23.0
1129908,161600.0,2.0,45.0
1129913,207550.0,1.0,19.0
1129916,74430.0,1.0,21.0
1129925,273450.0,3.0,62.0
1129927,342700.0,4.0,82.0
1129935,478350.0,4.0,74.0
1129937,150000.0,4.0,70.0
1129940,311000.0,3.0,70.0
1129942,365000.0,3.0,60.0
1129943,365000.0,2.0,40.0
1129944,365000.0,4.0,80.0
1129969,158330.0,2.0,60.0
1129970,115000.0,2.0,61.0
1129973,220000.0,3.0,72.0
1129975,106000.0,2.0,44.0
1129980,94140.0,1.0,15.0
1130009,216100.0,3.0,67.0
1130018,641980.0,6.0,130.0
1130019,128300.0,2.0,40.0
1130021,272604.0,3.0,67.0
1130027,63000.0,1.0,23.0
1130028,114000.0,1.0,31.0
1130041,70415.0,1.0,20.0
1130047,220500.0,3.0,58.0
1130051,125000.0,2.0,30.0
1130064,270000.0,3.0,66.0
1130065,86600.0,1.0,21.0
1130068,443000.0,5.0,110.0
1130071,146807.0,2.0,45.0
1130072,182000.0,4.0,89.0
1130074,85538.0,1.0,19.0
1130075,145000.0,2.0,46.0
1130076,145000.0,2.0,41.0
1130077,127000.0,2.0,48.0
1130090,247000.0,4.0,86.0
1130094,190000.0,2.0,40.0
1130095,146100.0,4.0,73.0
1130098,159500.0,3.0,55.0
1130101,368000.0,1.0,50.0
1130109,70000.0,4.0,68.0
1130119,147000.0,4.0,119.0
1130124,105500.0,2.0,40.0
1130128,101626.0,2.0,56.0
1130131,172000.0,3.0,56.0
1130140,98000.0,4.0,60.0
1130151,74170.0,1.0,22.0
1130155,102870.0,2.0,42.0
1130172,211050.0,3.0,54.0
1130176,180000.0,1.0,28.0
1130179,182000.0,4.0,80.0
1130182,214000.0,3.0,70.0
1130189,206500.0,3.0,65.0
1130193,88000.0,1.0,22.0
1130198,210000.0,1.0,28.0
1130202,120000.0,3.0,56.0
1130211,311600.0,1.0,55.0
1130214,225000.0,1.0,35.0
1130236,180032.0,3.0,81.0
1130239,160000.0,2.0,51.0
1130246,97000.0,1.0,29.0
1130263,310061.0,2.0,54.0
1130269,140000.0,2.0,52.0
1130272,110000.0,2.0,38.0
1130274,139500.0,1.0,33.0
1130298,90000.0,1.0,28.0
1130313,133900.0,3.0,52.0
1130317,166640.0,1.0,32.0
1130320,192000.0,3.0,62.0
1130324,620000.0,4.0,108.0
1130339,123000.0,2.0,47.0
1130342,107000.0,1.0,40.0
1130344,210550.0,3.0,56.0
1130346,58000.0,1.0,24.0
1130349,137000.0,2.0,47.0
1130352,685000.0,1.0,30.0
1130353,685000.0,2.0,40.0
1130354,685000.0,2.0,55.0
1130355,685000.0,2.0,40.0
1130356,685000.0,1.0,27.0
1130359,228200.0,3.0,56.0
1130364,307300.0,3.0,63.0
1130366,235050.0,3.0,68.0
1130372,347000.0,4.0,91.0
1130374,139500.0,2.0,46.0
1130376,350000.0,3.0,58.0
1130384,85000.0,4.0,72.0
1130386,132700.0,3.0,63.0
1130393,110000.0,2.0,41.0
1130397,178400.0,2.0,37.0
1130400,460000.0,5.0,115.0
1130404,170000.0,3.0,55.0
1130426,133000.0,2.0,51.0
1130431,270000.0,4.0,83.0
1130441,275000.0,5.0,81.0
1130456,155200.0,3.0,54.0
1130457,230940.0,2.0,53.0
1130477,725000.0,4.0,104.0
1130480,725000.0,4.0,128.0
1130489,110000.0,1.0,26.0
1130501,166500.0,3.0,73.0
1130505,40000.0,1.0,25.0
1130508,299000.0,3.0,69.0
1130510,162000.0,4.0,63.0
1130512,238000.0,3.0,67.0
1130520,186300.0,1.0,37.0
1130522,189000.0,2.0,47.0
1130528,146900.0,4.0,72.0
1130533,101800.0,2.0,25.0
1130534,101800.0,2.0,35.0
1130537,84000.0,1.0,31.0
1130540,149300.0,3.0,45.0
1130547,208550.0,3.0,55.0
1130549,147000.0,2.0,50.0
1130552,97000.0,2.0,39.0
1130554,221000.0,3.0,67.0
1130559,123000.0,1.0,16.0
1130560,123000.0,5.0,135.0
1130562,248365.56,4.0,78.0
1130568,160000.0,5.0,82.0
1130573,112715.0,2.0,45.0
1130580,89520.0,1.0,23.0
1130582,216200.0,1.0,33.0
1130583,174000.0,2.0,36.0
1130586,560500.0,6.0,111.0
1130594,173000.0,1.0,30.0
1130602,219000.0,3.0,67.0
1130615,285000.0,3.0,68.0
1130648,116148.15,3.0,60.0
1130652,67350.0,1.0,14.0
1130653,104500.0,4.0,67.0
1130657,280205.0,4.0,62.0
1130665,158000.0,3.0,60.0
1130669,265000.0,4.0,70.0
1130675,165000.0,2.0,51.0
1130680,197400.0,3.0,57.0
1130682,173000.0,2.0,49.0
1130689,141010.0,2.0,45.0
1130697,242000.0,3.0,66.0
1130715,100000.0,2.0,24.0
1130718,168590.0,3.0,54.0
1130721,312000.0,4.0,92.0
1130724,83100.0,2.0,45.0
1130727,179272.0,3.0,55.0
1130734,135000.0,2.0,41.0
1130748,161500.0,3.0,57.0
1130750,147000.0,2.0,40.0
1130757,1300000.0,3.0,111.0
1130759,1300000.0,3.0,111.0
